Rok produkcji,Przebieg,Pojemność skokowa,Moc,Spalanie W Mieście,Cena,Oferta od_Firmy,Oferta od_Osoby prywatnej,Rodzaj paliwa_Benzyna,Rodzaj paliwa_Diesel,Skrzynia biegów_Automatyczna,Skrzynia biegów_Manualna,Kraj pochodzenia_Inne,Kraj pochodzenia_Niemcy,Kraj pochodzenia_Polska,Zarejestrowany w Polsce_Nie,Zarejestrowany w Polsce_Tak
2017,219000,1395.0,125.0,6.8,55900,0,1,1,0,0,1,0,0,1,0,1
2014,200000,1968.0,150.0,5.0,44900,0,1,0,1,0,1,0,0,1,0,1
2011,192000,1598.0,105.0,5.0,23900,1,0,0,1,0,1,0,0,1,0,1
2014,215000,1968.0,150.0,7.0,42000,0,1,0,1,1,0,0,1,0,0,1
2016,206100,1598.0,90.0,4.0,40590,0,1,0,1,0,1,1,0,0,1,0
2011,234000,1598.0,105.0,6.164663461538455,24999,1,0,0,1,0,1,0,1,0,0,1
2012,140000,1390.0,80.0,8.0,29999,0,1,1,0,0,1,0,1,0,1,0
2019,88000,1498.0,130.0,7.190939597315435,69900,1,0,1,0,0,1,0,0,1,1,0
2015,114000,1968.0,184.0,5.5,76700,1,0,0,1,0,1,0,1,0,0,1
2015,234000,1598.0,105.0,4.9,34500,0,1,0,1,0,1,0,0,1,0,1
2009,188650,1595.0,102.0,6.164663461538455,22500,1,0,1,0,0,1,0,1,0,0,1
2006,234000,1390.0,75.0,7.190939597315435,15700,1,0,1,0,0,1,0,1,0,0,1
2015,141050,1598.0,110.0,4.6,44900,0,1,0,1,0,1,0,0,1,0,1
2014,215000,1598.0,105.0,4.6,35300,0,1,0,1,0,1,0,0,1,0,1
2015,111300,1395.0,122.0,6.0,60885,0,1,1,0,1,0,0,0,1,1,0
2016,181653,1598.0,110.0,6.164663461538455,45900,1,0,0,1,0,1,1,0,0,0,1
2017,186000,1968.0,184.0,5.0,86900,0,1,0,1,0,1,0,1,0,1,0
2015,216000,1598.0,110.0,6.164663461538455,49999,1,0,0,1,0,1,0,1,0,0,1
2002,290000,1896.0,130.0,7.0,8000,0,1,0,1,0,1,1,0,0,0,1
1999,291000,1896.0,110.0,6.0,4700,0,1,0,1,0,1,1,0,0,0,1
2011,180000,1390.0,122.0,8.3,28990,1,0,1,0,0,1,0,0,1,0,1
2014,224500,1968.0,150.0,5.0,38000,0,1,0,1,0,1,0,0,1,0,1
2019,69500,1598.0,115.0,6.164663461538455,66798,0,1,0,1,0,1,0,0,1,0,1
2016,101568,1395.0,125.0,6.0,62000,1,0,1,0,0,1,0,0,1,0,1
2008,221119,1398.0,122.0,7.190939597315435,24400,1,0,1,0,1,0,1,0,0,0,1
2013,221807,1197.0,110.0,7.190939597315435,38000,1,0,1,0,0,1,1,0,0,0,1
2015,134383,1197.0,86.0,7.190939597315435,45000,1,0,1,0,0,1,1,0,0,0,1
2016,171980,1598.0,110.0,4.5,51900,0,1,0,1,0,1,0,0,1,0,1
2021,23870,1968.0,150.0,5.2,144999,1,0,0,1,1,0,0,0,1,0,1
2020,76200,999.0,110.0,7.190939597315435,102900,1,0,1,0,0,1,0,0,1,0,1
2018,130000,1600.0,115.0,6.164663461538455,56900,1,0,0,1,0,1,0,0,1,0,1
2018,124000,1600.0,115.0,6.164663461538455,69900,1,0,0,1,1,0,0,0,1,0,1
1985,149000,1781.0,90.0,11.0,28800,0,1,1,0,0,1,1,0,0,0,1
2007,195500,1896.0,105.0,6.0,20500,0,1,0,1,0,1,0,1,0,1,0
2017,184000,1968.0,150.0,5.1,67900,1,0,0,1,1,0,0,1,0,0,1
2004,228000,1896.0,105.0,6.0,11850,0,1,0,1,0,1,1,0,0,1,0
2015,103941,1197.0,110.0,5.0,54900,1,0,1,0,1,0,1,0,0,0,1
2012,240831,1598.0,105.0,5.0,25900,1,0,0,1,0,1,0,0,1,0,1
2018,107000,999.0,110.0,5.9,61900,1,0,1,0,0,1,0,0,1,0,1
2010,196000,1390.0,80.0,8.0,25990,1,0,1,0,0,1,1,0,0,0,1
2009,136000,1390.0,80.0,8.0,29999,1,0,1,0,0,1,0,1,0,1,0
2009,178000,1390.0,80.0,8.0,19900,0,1,1,0,0,1,0,1,0,1,0
2022,1,1498.0,130.0,7.190939597315435,123000,1,0,1,0,1,0,1,0,0,1,0
2020,60000,1598.0,115.0,6.164663461538455,64800,0,1,0,1,0,1,0,0,1,0,1
2018,88758,1984.0,245.0,6.21623931623932,106900,1,0,1,0,1,0,0,0,1,0,1
2019,149900,1600.0,115.0,6.164663461538455,59900,1,0,0,1,0,1,0,0,1,0,1
2019,38066,1498.0,130.0,7.190939597315435,82900,1,0,1,0,0,1,0,0,1,0,1
2006,168800,1390.0,75.0,9.0,15000,0,1,1,0,0,1,0,1,0,0,1
2018,129000,1598.0,115.0,4.6,59900,1,0,0,1,0,1,0,0,1,0,1
2011,247000,1598.0,105.0,6.0,24500,0,1,0,1,0,1,0,1,0,0,1
2015,170081,1395.0,125.0,7.190939597315435,49900,1,0,1,0,0,1,0,1,0,1,0
2008,216000,1968.0,140.0,7.0,20900,1,0,0,1,0,1,0,1,0,1,0
2009,243711,1390.0,80.0,8.0,23000,1,0,1,0,0,1,0,1,0,0,1
2018,94000,1598.0,115.0,6.164663461538455,61900,1,0,0,1,1,0,0,0,1,0,1
2019,152000,1498.0,150.0,6.928000000000002,68900,1,0,1,0,1,0,0,0,1,0,1
2017,118800,1400.0,125.0,7.190939597315435,66600,1,0,1,0,0,1,0,0,1,0,1
2019,179575,1598.0,115.0,6.164663461538455,70000,1,0,0,1,1,0,0,0,1,0,1
2009,200000,1595.0,102.0,9.0,27999,1,0,1,0,0,1,1,0,0,0,1
2018,34000,999.0,86.0,5.0,71500,1,0,1,0,0,1,0,0,1,0,1
2015,245410,1968.0,150.0,5.0,43900,0,1,0,1,0,1,0,0,1,0,1
2017,100600,1598.0,90.0,4.0,59999,1,0,0,1,0,1,0,0,1,0,1
2015,78000,1984.0,230.0,8.0,90000,0,1,1,0,1,0,1,0,0,0,1
2000,194000,1390.0,75.0,7.0,5999,0,1,1,0,0,1,0,1,0,1,0
1999,241620,1390.0,75.0,7.190939597315435,5900,0,1,1,0,0,1,0,1,0,1,0
2018,86900,1395.0,150.0,6.0,86900,1,0,1,0,1,0,0,0,1,0,1
2009,104595,1390.0,80.0,7.190939597315435,25900,1,0,1,0,0,1,1,0,0,1,0
2010,161647,1598.0,105.0,5.7,27500,0,1,0,1,0,1,0,1,0,0,1
2010,249000,1390.0,160.0,6.928000000000002,24900,1,0,1,0,0,1,0,1,0,1,0
2022,5,1498.0,130.0,7.190939597315435,122850,1,0,1,0,0,1,1,0,0,1,0
2007,204365,1390.0,122.0,7.190939597315435,17600,1,0,1,0,0,1,0,1,0,1,0
2016,78800,1984.0,230.0,8.0,98400,0,1,1,0,1,0,0,0,1,0,1
2022,1,1498.0,150.0,6.928000000000002,151900,1,0,1,0,1,0,0,0,1,1,0
2023,1,1498.0,150.0,6.928000000000002,141900,1,0,1,0,1,0,0,0,1,1,0
2023,1,1498.0,150.0,6.928000000000002,138900,1,0,1,0,1,0,0,0,1,1,0
2019,67789,1598.0,115.0,6.164663461538455,65900,1,0,0,1,0,1,0,0,1,1,0
2017,108000,1000.0,110.0,7.190939597315435,50900,1,0,1,0,0,1,1,0,0,1,0
2016,58000,1197.0,110.0,6.0,57000,0,1,1,0,0,1,0,0,1,0,1
2002,220000,1896.0,100.0,6.164663461538455,10999,1,0,0,1,0,1,0,1,0,1,0
2017,199000,1598.0,115.0,6.0,44500,1,0,0,1,0,1,0,0,1,0,1
2011,306235,1598.0,105.0,5.0,19500,0,1,0,1,0,1,1,0,0,0,1
2019,110175,1498.0,150.0,6.928000000000002,69900,1,0,1,0,0,1,0,0,1,0,1
2022,22927,1498.0,150.0,6.928000000000002,159900,1,0,1,0,1,0,0,0,1,0,1
2023,8,999.0,110.0,7.190939597315435,108900,1,0,1,0,0,1,0,0,1,1,0
1998,350000,1390.0,75.0,8.0,2900,1,0,1,0,0,1,1,0,0,0,1
2017,134200,1968.0,150.0,5.1,74900,1,0,0,1,1,0,1,0,0,0,1
2023,8,999.0,90.0,7.190939597315435,102900,1,0,1,0,0,1,0,0,1,1,0
2023,1,1984.0,245.0,6.21623931623932,189900,1,0,1,0,1,0,0,0,1,1,0
2008,221582,1390.0,122.0,8.0,16500,1,0,1,0,0,1,0,1,0,1,0
2023,1,1500.0,150.0,6.21623931623932,134570,1,0,1,0,0,1,0,0,1,1,0
2005,240000,1984.0,200.0,11.0,26900,1,0,1,0,0,1,1,0,0,1,0
2019,126696,1598.0,115.0,6.164663461538455,79900,1,0,0,1,1,0,0,0,1,0,1
2010,180000,1390.0,140.0,7.190939597315435,26900,0,1,1,0,0,1,0,1,0,1,0
1999,200000,1896.0,90.0,6.0,4700,0,1,0,1,0,1,1,0,0,0,1
2022,5,1498.0,149.0,7.190939597315435,126000,1,0,1,0,0,1,0,0,1,1,0
2021,5,1498.0,150.0,6.928000000000002,149020,1,0,1,0,0,1,1,0,0,1,0
2003,270000,1896.0,68.0,6.0,14000,0,1,0,1,0,1,1,0,0,0,1
1998,192000,1595.0,100.0,9.0,5999,0,1,1,0,0,1,0,0,1,0,1
2007,218556,1390.0,80.0,9.0,14999,1,0,1,0,0,1,0,1,0,1,0
2017,116579,1395.0,125.0,7.190939597315435,69900,1,0,1,0,0,1,0,0,1,0,1
2017,172051,1395.0,125.0,6.0,45000,0,1,1,0,1,0,0,0,1,0,1
2023,1,1984.0,190.0,6.21623931623932,159350,1,0,1,0,1,0,0,0,1,1,0
2020,43282,1498.0,130.0,7.190939597315435,97900,1,0,1,0,0,1,1,0,0,0,1
2019,79000,1598.0,115.0,4.6,69900,1,0,0,1,0,1,0,0,1,0,1
2009,278000,1896.0,105.0,5.0,17100,0,1,0,1,0,1,1,0,0,0,1
2018,52966,1984.0,245.0,6.21623931623932,106900,1,0,1,0,0,1,0,0,1,0,1
1999,162000,1984.0,115.0,11.0,8900,1,0,1,0,0,1,0,1,0,1,0
2011,240860,1390.0,122.0,8.0,25830,0,1,1,0,0,1,0,1,0,0,1
2020,43000,1498.0,150.0,5.8,118900,0,1,1,0,1,0,0,0,1,0,1
2014,141500,1598.0,110.0,4.5,48800,0,1,0,1,1,0,0,1,0,0,1
2023,1,999.0,90.0,7.190939597315435,110900,1,0,1,0,0,1,0,0,1,1,0
2017,112450,1598.0,115.0,6.164663461538455,57900,1,0,0,1,0,1,0,0,1,0,1
2023,0,1498.0,130.0,7.190939597315435,132010,1,0,1,0,0,1,0,0,1,1,0
2023,0,1984.0,245.0,6.21623931623932,185950,1,0,1,0,1,0,0,0,1,1,0
2016,122000,1968.0,150.0,5.0,56900,0,1,0,1,0,1,0,1,0,0,1
1991,306000,1984.0,115.0,6.164663461538455,9900,0,1,1,0,0,1,1,0,0,0,1
2000,300000,1595.0,100.0,9.0,6500,1,0,1,0,0,1,0,1,0,0,1
2013,240000,1598.0,105.0,4.6,38500,1,0,0,1,0,1,0,1,0,1,0
2023,0,1498.0,150.0,6.928000000000002,137240,1,0,1,0,0,1,0,0,1,1,0
2008,246200,1968.0,140.0,6.0,21900,1,0,0,1,0,1,1,0,0,1,0
2019,185000,1598.0,115.0,6.164663461538455,53500,0,1,0,1,0,1,0,0,1,0,1
2002,252892,1598.0,110.0,6.164663461538455,8600,1,0,1,0,0,1,0,1,0,0,1
2019,105800,1598.0,115.0,6.164663461538455,73900,1,0,0,1,0,1,0,0,1,0,1
2006,161000,1390.0,170.0,9.0,23800,1,0,1,0,0,1,0,1,0,1,0
2018,81500,1984.0,245.0,6.21623931623932,118799,1,0,1,0,1,0,0,0,1,0,1
2018,152109,1598.0,115.0,6.164663461538455,59700,1,0,0,1,1,0,1,0,0,1,0
2005,187000,1390.0,75.0,9.0,10900,1,0,1,0,0,1,0,1,0,1,0
2020,19459,999.0,110.0,7.190939597315435,92900,1,0,1,0,0,1,0,0,1,0,1
2014,178000,1395.0,140.0,6.1,46900,0,1,1,0,1,0,1,0,0,0,1
2020,50268,1498.0,150.0,6.928000000000002,116900,1,0,1,0,1,0,0,0,1,0,1
2011,139000,1197.0,105.0,7.0,29900,0,1,1,0,1,0,0,1,0,1,0
2019,76575,1598.0,115.0,6.164663461538455,71900,1,0,0,1,0,1,0,1,0,0,1
2015,145287,1197.0,105.0,5.0,44500,0,1,1,0,0,1,0,0,1,0,1
2011,212957,1598.0,105.0,5.0,25000,1,0,0,1,0,1,0,1,0,0,1
2009,165000,1395.0,122.0,6.0,31900,1,0,1,0,1,0,1,0,0,1,0
2019,49500,1984.0,290.0,8.3,145000,1,0,1,0,1,0,0,0,1,0,1
2019,62500,1498.0,150.0,6.0,92500,0,1,1,0,0,1,0,0,1,0,1
2013,225000,1598.0,105.0,5.6,39900,1,0,0,1,0,1,1,0,0,1,0
2019,115500,1598.0,115.0,6.164663461538455,61893,1,0,0,1,0,1,0,0,1,0,1
2015,187614,1968.0,150.0,5.1,48900,1,0,0,1,0,1,0,1,0,1,0
2013,137000,1598.0,105.0,6.164663461538455,43800,1,0,0,1,0,1,0,1,0,0,1
2016,114090,1395.0,125.0,6.0,64999,1,0,1,0,0,1,0,0,1,0,1
2018,117000,1598.0,115.0,6.164663461538455,63900,1,0,0,1,0,1,0,0,1,0,1
2022,1,999.0,110.0,7.190939597315435,128500,1,0,1,0,0,1,1,0,0,1,0
2020,125510,999.0,110.0,7.190939597315435,78800,1,0,1,0,0,1,0,0,1,0,1
2018,169000,1498.0,130.0,6.1,69900,0,1,1,0,1,0,0,1,0,1,0
2022,1,1498.0,150.0,6.928000000000002,151000,1,0,1,0,0,1,1,0,0,1,0
2015,250000,1598.0,105.0,6.164663461538455,39900,1,0,0,1,0,1,1,0,0,1,0
2014,154000,1395.0,122.0,6.0,47900,0,1,1,0,0,1,0,0,1,0,1
2010,164000,1598.0,105.0,5.0,25900,0,1,0,1,0,1,0,0,1,0,1
2019,38515,1498.0,130.0,6.6,79900,0,1,1,0,0,1,1,0,0,0,1
2015,241000,1968.0,150.0,5.0,46900,1,0,0,1,0,1,1,0,0,1,0
2023,0,999.0,110.0,7.190939597315435,126030,1,0,1,0,1,0,0,0,1,1,0
2023,0,999.0,110.0,7.190939597315435,126030,1,0,1,0,1,0,0,0,1,1,0
2019,82463,1600.0,115.0,6.164663461538455,64900,1,0,0,1,0,1,0,0,1,0,1
2017,111600,1400.0,125.0,7.190939597315435,67600,1,0,1,0,0,1,0,0,1,0,1
2022,1,1498.0,150.0,6.928000000000002,112590,1,0,1,0,0,1,1,0,0,1,0
2022,1,1498.0,150.0,6.928000000000002,112590,1,0,1,0,0,1,1,0,0,1,0
2022,1,1498.0,150.0,6.928000000000002,112590,1,0,1,0,0,1,1,0,0,1,0
2018,112818,1598.0,115.0,6.164663461538455,70900,1,0,0,1,0,1,0,0,1,0,1
2009,170000,1390.0,122.0,8.0,25650,0,1,1,0,0,1,0,1,0,1,0
2007,329000,1896.0,105.0,6.0,11800,0,1,0,1,0,1,0,0,1,0,1
2020,138000,1598.0,115.0,6.164663461538455,74700,0,1,0,1,0,1,0,0,1,0,1
2018,125000,1600.0,116.0,6.164663461538455,54900,1,0,0,1,0,1,0,0,1,0,1
2017,185000,1598.0,115.0,4.6,48900,0,1,0,1,0,1,0,0,1,0,1
2015,94210,1197.0,110.0,7.190939597315435,42900,1,0,1,0,0,1,0,0,1,0,1
2008,200000,1390.0,122.0,8.0,22700,0,1,1,0,0,1,0,1,0,1,0
2018,155581,1598.0,115.0,6.164663461538455,55900,1,0,0,1,0,1,1,0,0,1,0
2023,1,1498.0,150.0,6.928000000000002,151100,1,0,1,0,1,0,0,0,1,1,0
2017,92000,1598.0,90.0,4.0,53900,0,1,0,1,0,1,0,0,1,1,0
2020,79000,1498.0,130.0,7.190939597315435,100000,0,1,1,0,0,1,0,0,1,0,1
2018,60322,1598.0,115.0,6.164663461538455,54900,1,0,0,1,0,1,1,0,0,1,0
2014,190000,1968.0,184.0,7.0,65000,0,1,0,1,1,0,0,1,0,1,0
2018,214000,1598.0,116.0,6.164663461538455,47900,1,0,0,1,0,1,0,0,1,0,1
2014,288000,1598.0,105.0,5.0,35990,0,1,0,1,0,1,1,0,0,0,1
2019,49109,1984.0,290.0,8.975000000000001,144900,1,0,1,0,1,0,0,1,0,0,1
2023,1,1984.0,245.0,6.21623931623932,183900,1,0,1,0,1,0,0,0,1,1,0
2023,1,1984.0,245.0,6.21623931623932,196900,1,0,1,0,1,0,0,0,1,1,0
2023,1,1498.0,150.0,6.928000000000002,131900,1,0,1,0,0,1,0,0,1,1,0
2023,1,1498.0,150.0,6.928000000000002,149900,1,0,1,0,1,0,0,0,1,1,0
2023,1,1498.0,150.0,6.928000000000002,143900,1,0,1,0,1,0,0,0,1,1,0
2023,1,1968.0,150.0,6.21623931623932,139900,1,0,0,1,0,1,0,0,1,1,0
2023,1,1498.0,150.0,6.928000000000002,146900,1,0,1,0,1,0,0,0,1,1,0
2022,5,999.0,110.0,7.190939597315435,114900,1,0,1,0,0,1,1,0,0,1,0
2020,54997,1984.0,245.0,6.21623931623932,163000,1,0,1,0,1,0,0,0,1,0,1
2005,280177,1390.0,75.0,9.0,13499,0,1,1,0,0,1,0,1,0,0,1
2018,84155,1598.0,115.0,6.164663461538455,57000,1,0,0,1,0,1,1,0,0,0,1
2018,108000,999.0,110.0,6.0,52900,1,0,1,0,0,1,0,0,1,0,1
2017,94000,1984.0,245.0,6.21623931623932,103999,1,0,1,0,1,0,0,0,1,0,1
2018,147183,1598.0,115.0,6.164663461538455,55000,1,0,0,1,0,1,0,0,1,0,1
2004,153000,1390.0,75.0,7.190939597315435,13900,1,0,1,0,0,1,0,1,0,1,0
2022,1,1498.0,150.0,6.928000000000002,134060,1,0,1,0,1,0,1,0,0,1,0
2017,100592,1598.0,115.0,6.164663461538455,63000,1,0,0,1,0,1,1,0,0,0,1
2018,92157,1598.0,115.0,6.164663461538455,64000,1,0,0,1,0,1,1,0,0,0,1
2015,118719,1395.0,125.0,7.190939597315435,49000,1,0,1,0,0,1,1,0,0,0,1
2017,131655,1598.0,90.0,6.164663461538455,53499,1,0,0,1,0,1,1,0,0,0,1
2018,157973,1598.0,116.0,6.164663461538455,64499,1,0,0,1,0,1,1,0,0,0,1
2016,118673,1598.0,110.0,6.164663461538455,48000,1,0,0,1,0,1,1,0,0,0,1
2016,143070,1598.0,110.0,6.164663461538455,55500,1,0,0,1,0,1,1,0,0,0,1
2016,126411,1598.0,110.0,6.164663461538455,48000,1,0,0,1,0,1,1,0,0,0,1
2017,71196,1598.0,90.0,6.164663461538455,59500,1,0,0,1,0,1,1,0,0,0,1
2017,89290,1598.0,115.0,6.164663461538455,65000,1,0,0,1,0,1,1,0,0,0,1
1998,185439,1390.0,75.0,8.0,6490,0,1,1,0,0,1,0,1,0,1,0
2007,228000,1390.0,80.0,8.5,11300,1,0,1,0,0,1,0,1,0,1,0
2016,150854,1598.0,110.0,6.164663461538455,48499,1,0,0,1,0,1,1,0,0,0,1
2023,7,1984.0,245.0,6.21623931623932,205660,1,0,1,0,1,0,0,0,1,1,0
2017,108946,1395.0,125.0,7.190939597315435,64499,1,0,1,0,0,1,1,0,0,0,1
2017,119503,1968.0,150.0,6.21623931623932,74100,1,0,0,1,0,1,1,0,0,0,1
2009,222000,1896.0,105.0,6.5,21900,0,1,0,1,1,0,0,1,0,1,0
2019,99800,1598.0,115.0,6.164663461538455,59800,1,0,0,1,0,1,0,0,1,0,1
2006,149341,1598.0,115.0,6.164663461538455,19999,1,0,1,0,1,0,1,0,0,0,1
2017,136964,1598.0,115.0,6.164663461538455,51000,1,0,0,1,0,1,0,0,1,0,1
2017,78000,1197.0,86.0,6.0,47000,0,1,1,0,0,1,1,0,0,0,1
2017,171947,1598.0,90.0,6.164663461538455,47999,1,0,0,1,0,1,0,0,1,0,1
2020,3599,1498.0,130.0,7.190939597315435,114900,0,1,1,0,0,1,0,0,1,0,1
2018,148498,1598.0,115.0,6.164663461538455,53000,1,0,0,1,0,1,0,0,1,0,1
2004,222032,1390.0,90.0,8.0,13700,0,1,1,0,0,1,0,1,0,0,1
2018,184378,1598.0,115.0,6.164663461538455,50000,1,0,0,1,0,1,0,0,1,0,1
2019,90000,1598.0,115.0,6.8,57900,1,0,0,1,0,1,0,0,1,0,1
2010,197000,1598.0,105.0,5.0,30900,0,1,0,1,1,0,0,1,0,1,0
2011,333232,1598.0,105.0,5.0,23000,1,0,0,1,0,1,0,0,1,0,1
2013,239000,1968.0,150.0,5.0,42999,0,1,0,1,0,1,0,1,0,1,0
2009,187000,1968.0,110.0,8.0,27800,0,1,0,1,0,1,0,1,0,1,0
2012,187000,1968.0,140.0,6.164663461538455,34900,0,1,0,1,0,1,0,1,0,0,1
2000,260474,1595.0,102.0,6.164663461538455,10800,0,1,1,0,0,1,0,1,0,1,0
2006,270584,1896.0,90.0,6.0,19900,0,1,0,1,0,1,0,1,0,1,0
2016,148901,1395.0,125.0,6.8,54858,0,1,1,0,0,1,1,0,0,0,1
2018,129550,1598.0,115.0,6.164663461538455,56400,0,1,0,1,0,1,1,0,0,0,1
2011,147000,1598.0,105.0,5.0,28000,0,1,0,1,0,1,1,0,0,0,1
2017,113000,1598.0,115.0,4.6,57900,0,1,0,1,0,1,0,0,1,0,1
2017,209000,1968.0,150.0,6.21623931623932,61999,0,1,0,1,1,0,0,1,0,0,1
2006,309000,1984.0,200.0,11.0,24400,0,1,1,0,0,1,1,0,0,0,1
2015,220000,1968.0,150.0,5.2,59500,0,1,0,1,1,0,0,1,0,0,1
2014,183000,1598.0,105.0,6.164663461538455,43500,0,1,0,1,0,1,1,0,0,0,1
2009,186567,1390.0,80.0,8.5,24900,1,0,1,0,0,1,0,1,0,1,0
2007,280000,1896.0,105.0,6.0,14900,0,1,0,1,0,1,1,0,0,0,1
2009,259300,1968.0,110.0,6.0,24500,0,1,0,1,0,1,1,0,0,0,1
2010,141000,1598.0,105.0,5.7,27000,0,1,0,1,0,1,1,0,0,1,0
2013,158000,1395.0,140.0,6.0,36199,0,1,1,0,0,1,0,1,0,1,0
2016,106000,1395.0,125.0,6.0,60000,0,1,1,0,0,1,0,0,1,0,1
2017,80390,1598.0,115.0,6.164663461538455,67999,1,0,0,1,0,1,0,0,1,0,1
2013,148000,1395.0,122.0,6.0,43900,0,1,1,0,0,1,0,1,0,1,0
2020,28000,1498.0,150.0,6.928000000000002,110000,0,1,1,0,1,0,0,0,1,0,1
2013,120800,1197.0,105.0,5.9,40000,0,1,1,0,0,1,0,0,1,0,1
2017,38000,1395.0,125.0,6.8,78000,0,1,1,0,0,1,0,0,1,0,1
1982,130000,1085.0,50.0,6.5994800524386905,46900,0,1,1,0,0,1,0,1,0,0,1
2005,163500,1390.0,75.0,9.0,11500,0,1,1,0,0,1,0,1,0,0,1
2012,190000,1390.0,122.0,7.190939597315435,27900,1,0,1,0,0,1,0,1,0,0,1
2016,139000,1598.0,110.0,4.0,42500,0,1,0,1,0,1,0,1,0,0,1
2019,136721,1968.0,150.0,5.1,74800,1,0,0,1,0,1,0,0,1,0,1
2018,193400,1395.0,125.0,6.0,57700,0,1,1,0,1,0,0,0,1,0,1
2019,96016,1598.0,115.0,6.164663461538455,72900,1,0,0,1,0,1,0,0,1,0,1
2018,21289,999.0,110.0,7.190939597315435,87700,1,0,1,0,0,1,0,0,1,0,1
2016,48870,1197.0,110.0,6.0,55900,0,1,1,0,0,1,0,0,1,0,1
2008,142000,1390.0,80.0,7.190939597315435,22900,1,0,1,0,0,1,0,1,0,1,0
2015,79380,1197.0,110.0,5.9,48900,1,0,1,0,1,0,0,1,0,1,0
2014,239000,1598.0,110.0,4.0,37990,1,0,0,1,0,1,0,1,0,1,0
2018,147623,1395.0,125.0,7.190939597315435,74900,1,0,1,0,1,0,0,0,1,0,1
2021,16000,1498.0,150.0,6.928000000000002,139900,1,0,1,0,1,0,0,0,1,0,1
2008,282228,1896.0,90.0,6.164663461538455,16400,1,0,0,1,0,1,0,1,0,1,0
2018,138428,1598.0,115.0,6.164663461538455,67200,1,0,0,1,0,1,1,0,0,0,1
2009,245000,1968.0,110.0,6.164663461538455,25990,1,0,0,1,0,1,1,0,0,1,0
2021,88674,1968.0,116.0,6.164663461538455,103900,1,0,0,1,0,1,0,0,1,0,1
2018,129000,1598.0,115.0,6.164663461538455,54000,0,1,0,1,0,1,0,0,1,0,1
2011,179000,1390.0,122.0,8.3,27999,0,1,1,0,0,1,1,0,0,0,1
2023,1,1498.0,150.0,6.928000000000002,115000,1,0,1,0,0,1,1,0,0,1,0
2012,249000,1598.0,105.0,4.6,30000,0,1,0,1,0,1,0,1,0,0,1
2018,78000,1968.0,150.0,5.0,73800,0,1,0,1,0,1,0,0,1,0,1
2004,208527,1390.0,75.0,9.0,12500,1,0,1,0,0,1,0,1,0,1,0
2018,181523,1598.0,115.0,6.164663461538455,49999,0,1,0,1,1,0,0,0,1,0,1
2001,366500,1896.0,100.0,6.0,4499,0,1,0,1,0,1,1,0,0,0,1
2018,49000,1395.0,125.0,6.8,74900,0,1,1,0,0,1,0,0,1,0,1
2021,18225,1498.0,150.0,6.5,124900,1,0,1,0,0,1,0,0,1,0,1
2012,56000,1197.0,86.0,7.190939597315435,40900,1,0,1,0,0,1,0,1,0,1,0
2018,168200,1598.0,115.0,6.164663461538455,49990,0,1,0,1,0,1,0,0,1,0,1
2019,168000,1968.0,150.0,5.0,68500,1,0,0,1,0,1,1,0,0,0,1
2009,225000,1390.0,160.0,8.4,17900,0,1,1,0,0,1,1,0,0,1,0
2007,137732,1390.0,140.0,9.0,19345,1,0,1,0,0,1,0,1,0,0,1
2017,239873,1968.0,150.0,6.21623931623932,49900,1,0,0,1,0,1,0,1,0,1,0
2019,45000,1000.0,116.0,7.190939597315435,67900,1,0,1,0,0,1,0,0,1,0,1
2007,332000,1896.0,105.0,6.0,15900,1,0,0,1,0,1,0,1,0,0,1
2008,256000,1896.0,105.0,6.0,16500,0,1,0,1,0,1,0,0,1,0,1
2019,89800,1498.0,130.0,7.190939597315435,79777,1,0,1,0,0,1,0,0,1,0,1
2018,49800,1395.0,150.0,6.0,89900,0,1,1,0,0,1,0,0,1,0,1
2018,152323,1598.0,115.0,6.164663461538455,52900,1,0,0,1,0,1,0,0,1,0,1
2015,148455,1395.0,150.0,6.928000000000002,56700,1,0,1,0,0,1,0,1,0,1,0
2013,175000,1968.0,150.0,5.0,44999,0,1,0,1,0,1,0,1,0,1,0
2004,205400,1598.0,115.0,8.0,11900,0,1,1,0,0,1,1,0,0,0,1
2006,179000,1595.0,102.0,9.0,17900,1,0,1,0,0,1,0,1,0,1,0
2009,245000,2000.0,110.0,6.164663461538455,27900,1,0,0,1,0,1,0,1,0,1,0
2013,199000,1598.0,105.0,5.0,33800,0,1,0,1,0,1,0,0,1,0,1
2019,114500,999.0,85.0,5.9,60900,1,0,1,0,0,1,0,0,1,0,1
2015,180390,1968.0,150.0,6.5,58900,0,1,0,1,1,0,0,1,0,0,1
2010,175600,1390.0,80.0,9.0,22900,1,0,1,0,0,1,0,1,0,1,0
2014,198000,1598.0,105.0,6.164663461538455,44900,1,0,0,1,1,0,1,0,0,1,0
2020,42100,1498.0,130.0,7.190939597315435,99900,1,0,1,0,0,1,0,0,1,0,1
2011,216000,1598.0,90.0,5.0,28900,0,1,0,1,0,1,0,0,1,0,1
2021,29968,1498.0,150.0,5.9,157000,1,0,1,0,1,0,0,0,1,0,1
2020,67425,1498.0,130.0,7.190939597315435,97900,1,0,1,0,0,1,0,0,1,0,1
2016,108227,1984.0,230.0,8.0,88500,1,0,1,0,1,0,0,0,1,0,1
2018,145905,1598.0,115.0,6.164663461538455,63700,1,0,0,1,0,1,0,0,1,0,1
